,斯坦纳点名称,区域,子区域,x,y
12818,UDM17421,GSO,urban-suburban,597930.78,3994773.41
12819,UDM17422,GSO,urban-suburban,597965.4,3994779.89
12820,UDM17423,GSO,urban-suburban,597978.91,3994791.72
12821,UDM17425,GSO,urban-suburban,598012.9,3994803.1
12822,UDM17426,GSO,urban-suburban,598005.88,3994803.22
12823,UDM17427,GSO,urban-suburban,598020.82,3994795.99
12824,UDM17428,GSO,urban-suburban,598020.89,3994789.79
12825,UDM17429,GSO,urban-suburban,597990.27,3994780.25
12826,UDM17431,GSO,urban-suburban,598008.77,3994778.46
12827,UDM17432,GSO,urban-suburban,598096.49,3994739.81
12828,UDM17434,GSO,urban-suburban,598103.4,3994757.75
12829,UDM17435,GSO,urban-suburban,598098.2,3994717.83
12830,UDM17438,GSO,urban-suburban,598117.14,3994753.02
12831,UDM17439,GSO,urban-suburban,598118.35,3994744.99
12832,UDM17440,GSO,urban-suburban,598119.57,3994736.97
12833,UDM17442,GSO,urban-suburban,598116.35,3994710.97
12834,UDM17443,GSO,urban-suburban,598111.19,3994704.81
12835,UDM17444,GSO,urban-suburban,598102.27,3994681.56
12836,UDM17445,GSO,urban-suburban,598099.49,3994709.6
12837,UDM17448,GSO,urban-suburban,598103.01,3994671.66
12838,UDM17450,GSO,urban-suburban,598103.14,3994645.97
12839,UDM17453,GSO,urban-suburban,598014.95,3994646.4
12840,UDM17454,GSO,urban-suburban,598002.85,3994649.23
12841,UDM17458,GSO,urban-suburban,598016.85,3994641.61
12842,UDM17460,GSO,urban-suburban,598012.7,3994631.81
12843,UDM17462,GSO,urban-suburban,597948.59,3994650.24
12844,UDM17463,GSO,urban-suburban,597955.4,3994646.71
12845,UDM17465,GSO,urban-suburban,597969.03,3994639.65
12846,UDM17470,GSO,urban-suburban,601435.56,3996789.88
12847,UDM17471,GSO,urban-suburban,601390.14,3996782.43
12848,UDM17472,GSO,urban-suburban,601432.25,3996768.76
12849,UDM17473,GSO,urban-suburban,601452.64,3996774.36
12850,UDM17474,GSO,urban-suburban,601416.06,3996781.34
12851,UDM17475,GSO,urban-suburban,601337.26,3996811.29
12852,UDM17477,GSO,urban-suburban,601349.0,3996794.28
12853,UDM17481,GSO,urban-suburban,601303.65,3996692.29
12854,UDM17482,GSO,urban-suburban,601321.56,3996687.32
12855,UDM17483,GSO,urban-suburban,601300.78,3996681.99
12856,UDM17484,GSO,urban-suburban,601318.68,3996677.02
12857,UDM17492,GSO,urban-suburban,601625.9,3996040.99
12858,UDM17493,GSO,urban-suburban,601615.3,3996013.8
12859,UDM17494,GSO,urban-suburban,601615.3,3996013.8
12860,UDM17495,GSO,urban-suburban,601651.36,3996048.28
12861,UDM17499,GSO,urban-suburban,601642.71,3996612.72
12862,UDM17502,GSO,urban-suburban,597880.55,3993238.23
12863,UDM17503,GSO,urban-suburban,597882.4,3993209.66
12864,UDM17506,GSO,urban-suburban,597922.82,3993615.4
12865,UDM17507,GSO,urban-suburban,597970.32,3993617.29
12866,UDM17509,GSO,urban-suburban,598727.16,3993793.96
12867,UDM17510,GSO,urban-suburban,598772.46,3993769.4
12868,UDM17511,GSO,urban-suburban,598761.82,3993778.71
12869,UDM17515,GSO,urban-suburban,597885.75,3993152.99
12870,UDM17519,GSO,urban-suburban,598097.87,3993306.96
12871,UDM17522,GSO,urban-suburban,598031.19,3992897.3
12872,UDM17523,GSO,urban-suburban,597932.24,3992888.6
12873,UDM17525,GSO,urban-suburban,605594.79,3988467.24
12874,UDM17526,GSO,urban-suburban,605588.01,3988483.91
12875,UDM17527,GSO,urban-suburban,605581.06,3988470.07
12876,UDM17528,GSO,urban-suburban,605595.34,3988481.33
12877,UDM17530,GSO,urban-suburban,605553.49,3988177.72
12878,UDM17531,GSO,urban-suburban,605501.2,3988177.52
12879,UDM17532,GSO,urban-suburban,605570.28,3988175.2
12880,UDM17533,GSO,urban-suburban,605578.68,3988173.94
12881,UDM17535,GSO,urban-suburban,605598.02,3988169.18
12882,UDM17537,GSO,urban-suburban,605663.98,3988801.32
12883,UDM17538,GSO,urban-suburban,605637.14,3988811.16
12884,UDM17539,GSO,urban-suburban,605500.77,3988784.94
12885,UDM17540,GSO,urban-suburban,605468.69,3988756.82
12886,UDM17542,GSO,urban-suburban,605514.09,3988853.66
12887,UDM17543,GSO,urban-suburban,605524.66,3988844.47
12888,UDM17545,GSO,urban-suburban,605587.41,3988608.46
12889,UDM17546,GSO,urban-suburban,605544.53,3988656.89
12890,UDM17551,GSO,urban-suburban,605567.24,3988529.03
12891,UDM17552,GSO,urban-suburban,605554.16,3988504.02
12892,UDM17554,GSO,urban-suburban,605574.31,3988544.09
12893,UDM17557,GSO,urban-suburban,605584.96,3988370.27
12894,UDM17558,GSO,urban-suburban,605599.23,3988367.56
12895,UDM17560,GSO,urban-suburban,605606.37,3988366.2
12896,UDM17561,GSO,urban-suburban,605570.26,3988368.98
12897,UDM17562,GSO,urban-suburban,605250.38,3988096.67
12898,UDM17563,GSO,urban-suburban,605298.29,3988138.12
12899,UDM17564,GSO,urban-suburban,605249.04,3988105.42
12900,UDM17565,GSO,urban-suburban,605247.04,3988154.54
12901,UDM17566,GSO,urban-suburban,605185.35,3988108.7
12902,UDM17567,GSO,urban-suburban,605220.25,3988125.76
12903,UDM17568,GSO,urban-suburban,605250.97,3988172.11
12904,UDM17569,GSO,urban-suburban,602544.41,3988904.71
12905,UDM17571,GSO,urban-suburban,602531.97,3988959.21
12906,UDM17573,GSO,urban-suburban,605075.0,3988361.97
12907,UDM17574,GSO,urban-suburban,605104.33,3988324.66
12908,UDM17575,GSO,urban-suburban,605092.6,3988339.58
12909,UDM17576,GSO,urban-suburban,604780.63,3988178.1
12910,UDM17578,GSO,urban-suburban,604781.14,3988197.03
12911,UDM17582,GSO,urban-suburban,604783.01,3988143.66
12912,UDM17586,GSO,urban-suburban,605325.78,3988135.26
12913,UDM17587,GSO,urban-suburban,605370.03,3988132.75
12914,UDM17589,GSO,urban-suburban,604953.02,3988066.54
12915,UDM17590,GSO,urban-suburban,604942.57,3988115.67
12916,UDM17591,GSO,urban-suburban,602424.02,3988811.81
12917,UDM17592,GSO,urban-suburban,602405.36,3988779.99
12918,UDM17594,GSO,urban-suburban,605042.21,3988154.18
12919,UDM17595,GSO,urban-suburban,605041.92,3988145.25
12920,UDM17596,GSO,urban-suburban,605049.55,3988086.17
12921,UDM17597,GSO,urban-suburban,605043.81,3988111.55
12922,UDM17600,GSO,urban-suburban,605041.62,3988136.32
12923,UDM17601,GSO,urban-suburban,605043.08,3988119.81
12924,UDM17602,GSO,urban-suburban,602415.29,3988856.71
12925,UDM17604,GSO,urban-suburban,602419.22,3988839.47
12926,UDM17605,GSO,urban-suburban,602406.1,3988889.95
12927,UDM17606,GSO,urban-suburban,602379.16,3988880.35
12928,UDM17607,GSO,urban-suburban,602417.62,3988848.69
12929,UDM17608,GSO,urban-suburban,602407.97,3989007.55
12930,UDM17610,GSO,urban-suburban,602436.5,3989014.87
12931,UDM17611,GSO,urban-suburban,602204.75,3988752.92
12932,UDM17615,GSO,urban-suburban,602292.79,3988998.44
12933,UDM17616,GSO,urban-suburban,602350.56,3988999.63
12934,UDM17620,GSO,urban-suburban,601842.54,3987989.0
12935,UDM17622,GSO,urban-suburban,601821.88,3988718.65
12936,UDM17623,GSO,urban-suburban,601777.08,3988737.02
12937,UDM17624,GSO,urban-suburban,601812.92,3988722.33
12938,UDM17625,GSO,urban-suburban,601839.79,3988711.31
12939,UDM17626,GSO,urban-suburban,601857.71,3988703.96
12940,UDM17628,GSO,urban-suburban,601856.83,3988436.94
12941,UDM17629,GSO,urban-suburban,601889.06,3988385.24
12942,UDM17630,GSO,urban-suburban,601912.04,3988438.69
12943,UDM17631,GSO,urban-suburban,601953.31,3988662.83
12944,UDM17632,GSO,urban-suburban,601987.02,3988615.68
12945,UDM17635,GSO,urban-suburban,602209.46,3988997.58
12946,UDM17636,GSO,urban-suburban,602144.68,3988997.16
12947,UDM17637,GSO,urban-suburban,602194.44,3988877.77
12948,UDM17638,GSO,urban-suburban,602174.99,3988877.5
12949,UDM17639,GSO,urban-suburban,602223.6,3988878.18
12950,UDM17640,GSO,urban-suburban,602204.16,3988877.91
12951,UDM17641,GSO,urban-suburban,602243.05,3988878.45
12952,UDM17642,GSO,urban-suburban,602165.27,3988877.37
12953,UDM17643,GSO,urban-suburban,602252.77,3988878.59
12954,UDM17645,GSO,urban-suburban,602184.71,3988877.64
12955,UDM17646,GSO,urban-suburban,602233.33,3988878.31
12956,UDM17649,GSO,urban-suburban,601794.43,3988852.98
12957,UDM17651,GSO,urban-suburban,601811.77,3988845.69
12958,UDM17652,GSO,urban-suburban,601846.45,3988831.11
12959,UDM17656,GSO,urban-suburban,602010.89,3988113.43
12960,UDM17661,GSO,urban-suburban,602027.35,3988141.88
12961,UDM17675,GSO,urban-suburban,602527.5,3988073.25
12962,UDM17678,GSO,urban-suburban,602010.89,3988113.43
12963,UDM17680,GSO,urban-suburban,602036.87,3988154.71
12964,UDM17684,GSO,urban-suburban,602122.1,3988131.38
12965,UDM17685,GSO,urban-suburban,602125.34,3988149.18
12966,UDM17686,GSO,urban-suburban,602129.42,3988167.91
12967,UDM17688,GSO,urban-suburban,602119.68,3988114.53
12968,UDM17690,GSO,urban-suburban,602133.49,3988186.63
12969,UDM17691,GSO,urban-suburban,602073.51,3988613.03
12970,UDM17692,GSO,urban-suburban,602091.59,3988605.47
12971,UDM17694,GSO,urban-suburban,602064.46,3988616.81
12972,UDM17695,GSO,urban-suburban,602055.42,3988620.59
12973,UDM17698,GSO,urban-suburban,602100.64,3988601.69
12974,UDM17699,GSO,urban-suburban,602109.68,3988597.9
12975,UDM17702,GSO,urban-suburban,602013.13,3988637.58
12976,UDM17703,GSO,urban-suburban,602043.48,3988666.85
12977,UDM17705,GSO,urban-suburban,602173.62,3988773.1
12978,UDM17706,GSO,urban-suburban,602158.06,3988783.18
12979,UDM17708,GSO,urban-suburban,602111.36,3988813.44
12980,UDM17713,GSO,urban-suburban,602209.16,3988556.32
12981,UDM17714,GSO,urban-suburban,602227.25,3988548.75
12982,UDM17716,GSO,urban-suburban,602236.29,3988544.97
12983,UDM17719,GSO,urban-suburban,602540.26,3988922.88
12984,UDM17721,GSO,urban-suburban,602531.97,3988959.21
12985,UDM17722,GSO,urban-suburban,602523.69,3988995.55
12986,UDM17723,GSO,urban-suburban,602527.83,3988977.38
12987,UDM17726,GSO,urban-suburban,611861.05,3990632.48
12988,UDM17727,GSO,urban-suburban,611893.95,3990637.79
12989,UDM17728,GSO,urban-suburban,611731.78,3990153.23
12990,UDM17729,GSO,urban-suburban,611677.94,3990198.14
12991,UDM17730,GSO,urban-suburban,611677.02,3990180.27
12992,UDM17732,GSO,urban-suburban,611722.35,3990151.78
12993,UDM17733,GSO,urban-suburban,611677.48,3990189.21
12994,UDM17736,GSO,urban-suburban,611986.34,3990313.02
12995,UDM17737,GSO,urban-suburban,611986.46,3990328.22
12996,UDM17738,GSO,urban-suburban,611986.22,3990297.82
12997,UDM17739,GSO,urban-suburban,611986.85,3990377.51
12998,UDM17740,GSO,urban-suburban,611973.68,3990359.23
12999,UDM17741,GSO,urban-suburban,611986.71,3990358.62
13000,UDM17743,GSO,urban-suburban,612075.66,3990390.75
13001,UDM17744,GSO,urban-suburban,612094.97,3990356.73
13002,UDM17745,GSO,urban-suburban,612075.6,3990374.36
13003,UDM17746,GSO,urban-suburban,612075.46,3990339.1
13004,UDM17749,GSO,urban-suburban,611695.73,3990263.31
13005,UDM17751,GSO,urban-suburban,611679.81,3990263.62
13006,UDM17752,GSO,urban-suburban,611679.54,3990254.27
13007,UDM17753,GSO,urban-suburban,611679.27,3990244.91
13008,UDM17755,GSO,urban-suburban,611678.74,3990226.21
13009,UDM17756,GSO,urban-suburban,611784.4,3990627.96
13010,UDM17758,GSO,urban-suburban,611690.07,3990864.39
13011,UDM17759,GSO,urban-suburban,611689.59,3990817.04
13012,UDM17761,GSO,urban-suburban,611649.42,3990942.12
13013,UDM17763,GSO,urban-suburban,611658.94,3990942.17
13014,UDM17765,GSO,urban-suburban,611677.05,3990942.25
13015,UDM17766,GSO,urban-suburban,611630.39,3990942.03
13016,UDM17767,GSO,urban-suburban,611611.35,3990941.94
13017,UDM17768,GSO,urban-suburban,611592.31,3990941.84
13018,UDM17772,GSO,urban-suburban,611704.59,3991051.65
13019,UDM17774,GSO,urban-suburban,612057.64,3990504.19
13020,UDM17775,GSO,urban-suburban,612061.21,3990492.26
13021,UDM17778,GSO,urban-suburban,612036.11,3990544.27
13022,UDM17780,GSO,urban-suburban,612044.33,3990530.32
13023,UDM17781,GSO,urban-suburban,612068.18,3990465.33
13024,UDM17785,GSO,urban-suburban,611717.29,3990942.18
13025,UDM17786,GSO,urban-suburban,611734.87,3990942.0
13026,UDM17787,GSO,urban-suburban,611760.22,3990874.37
13027,UDM17788,GSO,urban-suburban,611760.52,3990893.62
13028,UDM17789,GSO,urban-suburban,611760.07,3990864.75
13029,UDM17790,GSO,urban-suburban,611760.37,3990884.0
13030,UDM17791,GSO,urban-suburban,611702.54,3990968.46
13031,UDM17792,GSO,urban-suburban,611960.72,3990804.16
13032,UDM17793,GSO,urban-suburban,611999.35,3990776.63
13033,UDM17794,GSO,urban-suburban,612010.44,3990766.93
13034,UDM17796,GSO,urban-suburban,611986.22,3990631.95
13035,UDM17797,GSO,urban-suburban,611931.3,3990648.03
13036,UDM17799,GSO,urban-suburban,611944.0,3990652.85
13037,UDM17800,GSO,urban-suburban,611983.69,3990670.22
13038,UDM17803,GSO,urban-suburban,611959.38,3990494.9
13039,UDM17805,GSO,urban-suburban,611951.54,3990554.82
13040,UDM17807,GSO,urban-suburban,611949.09,3990514.12
13041,UDM17808,GSO,urban-suburban,611918.13,3990543.79
13042,UDM17811,GSO,urban-suburban,612240.33,3990985.93
13043,UDM17814,GSO,urban-suburban,612231.3,3990986.31
13044,UDM17817,GSO,urban-suburban,611964.65,3990868.18
13045,UDM17820,GSO,urban-suburban,612380.79,3990871.88
13046,UDM17821,GSO,urban-suburban,612381.01,3990901.22
13047,UDM17822,GSO,urban-suburban,612380.94,3990891.44
13048,UDM17823,GSO,urban-suburban,612380.71,3990862.09
13049,UDM17824,GSO,urban-suburban,612381.09,3990911.0
13050,UDM17825,GSO,urban-suburban,612380.64,3990852.31
13051,UDM17827,GSO,urban-suburban,612296.8,3991079.58
13052,UDM17828,GSO,urban-suburban,612268.02,3991051.69
13053,UDM17832,GSO,urban-suburban,612475.99,3990979.0
13054,UDM17833,GSO,urban-suburban,612476.02,3991017.67
13055,UDM17836,GSO,urban-suburban,612476.04,3991037.01
13056,UDM17837,GSO,urban-suburban,612475.98,3990959.66
13057,UDM17841,GSO,urban-suburban,611894.29,3990375.14
13058,UDM17842,GSO,urban-suburban,611946.18,3990361.15
13059,UDM17843,GSO,urban-suburban,600804.96,3998591.5
13060,UDM17845,GSO,urban-suburban,600816.21,3998576.21
13061,UDM17847,GSO,urban-suburban,600840.35,3998556.6
13062,UDM17852,GSO,urban-suburban,601259.37,3998040.4
13063,UDM17855,GSO,urban-suburban,600802.18,3998622.31
13064,UDM17856,GSO,urban-suburban,600837.0,3998667.26
13065,UDM17858,GSO,urban-suburban,601110.46,3998233.46
13066,UDM17859,GSO,urban-suburban,601112.13,3998163.94
13067,UDM17861,GSO,urban-suburban,601114.69,3998152.82
13068,UDM17863,GSO,urban-suburban,601110.71,3998199.16
13069,UDM17864,GSO,urban-suburban,601117.25,3998141.7
13070,UDM17866,GSO,urban-suburban,601157.57,3998074.24
13071,UDM17872,GSO,urban-suburban,601216.16,3998258.37
13072,UDM17874,GSO,urban-suburban,601216.24,3998274.83
13073,UDM17878,GSO,urban-suburban,601507.61,3998330.99
13074,UDM17879,GSO,urban-suburban,600869.35,3998534.0
13075,UDM17880,GSO,urban-suburban,600896.59,3998513.19
13076,UDM17882,GSO,urban-suburban,610940.01,3988227.36
13077,UDM17883,GSO,urban-suburban,610926.7,3988262.59
13078,UDM17885,GSO,urban-suburban,600949.16,3998469.5
13079,UDM17887,GSO,urban-suburban,610866.78,3988421.11
13080,UDM17889,GSO,urban-suburban,610886.75,3988368.27
13081,UDM17891,GSO,urban-suburban,610900.07,3988333.04
13082,UDM17892,GSO,urban-suburban,604788.56,3990006.27
13083,UDM17893,GSO,urban-suburban,604840.83,3989980.21
13084,UDM17894,GSO,urban-suburban,605518.72,3989646.02
13085,UDM17895,GSO,urban-suburban,605492.41,3989622.98
13086,UDM17896,GSO,urban-suburban,605512.14,3989640.26
13087,UDM17898,GSO,urban-suburban,605625.97,3989389.68
13088,UDM17899,GSO,urban-suburban,605664.09,3989420.26
13089,UDM17900,GSO,urban-suburban,605578.39,3989388.5
13090,UDM17902,GSO,urban-suburban,605597.42,3989388.97
13091,UDM17906,GSO,urban-suburban,605433.09,3989430.46
13092,UDM17907,GSO,urban-suburban,605419.46,3989432.59
13093,UDM17908,GSO,urban-suburban,605466.32,3989424.31
13094,UDM17909,GSO,urban-suburban,605473.64,3989610.0
13095,UDM17911,GSO,urban-suburban,605449.83,3989601.23
13096,UDM17912,GSO,urban-suburban,605441.89,3989598.3
13097,UDM17916,GSO,urban-suburban,605626.06,3989538.7
13098,UDM17917,GSO,urban-suburban,605607.19,3989538.86
13099,UDM17919,GSO,urban-suburban,605572.48,3989527.43
13100,UDM17920,GSO,urban-suburban,605549.46,3989500.75
13101,UDM17922,GSO,urban-suburban,604839.16,3989545.26
13102,UDM17923,GSO,urban-suburban,604898.98,3989506.96
13103,UDM17926,GSO,urban-suburban,605516.58,3989463.41
13104,UDM17927,GSO,urban-suburban,605494.41,3989430.25
13105,UDM17928,GSO,urban-suburban,604876.12,3989570.96
13106,UDM17929,GSO,urban-suburban,604920.3,3989570.97
13107,UDM17930,GSO,urban-suburban,604937.97,3989573.4
13108,UDM17931,GSO,urban-suburban,605580.5,3989667.5
13109,UDM17932,GSO,urban-suburban,605603.09,3989620.46
13110,UDM17933,GSO,urban-suburban,605633.25,3989667.5
13111,UDM17934,GSO,urban-suburban,605607.71,3989627.98
13112,UDM17935,GSO,urban-suburban,605612.33,3989635.49
13113,UDM17936,GSO,urban-suburban,605622.38,3989651.17
13114,UDM17938,GSO,urban-suburban,605229.82,3989564.4
13115,UDM17941,GSO,urban-suburban,605223.38,3989600.34
13116,UDM17944,GSO,urban-suburban,605665.87,3989716.49
13117,UDM17945,GSO,urban-suburban,605655.0,3989700.16
13118,UDM17948,GSO,urban-suburban,605138.07,3989867.56
13119,UDM17949,GSO,urban-suburban,605151.47,3989832.27
13120,UDM17952,GSO,urban-suburban,605006.34,3989278.76
13121,UDM17955,GSO,urban-suburban,605308.63,3989280.83
13122,UDM17957,GSO,urban-suburban,605269.98,3989285.59
13123,UDM17960,GSO,urban-suburban,598936.96,3994875.1
13124,UDM17963,GSO,urban-suburban,598875.2,3994846.42
13125,UDM17964,GSO,urban-suburban,599225.14,3994164.57
13126,UDM17965,GSO,urban-suburban,599251.97,3994165.6
13127,UDM17970,GSO,urban-suburban,599198.37,3994159.99
13128,UDM17973,GSO,urban-suburban,599183.5,3994191.58
13129,UDM17974,GSO,urban-suburban,599183.2,3994139.33
13130,UDM17978,GSO,urban-suburban,599183.4,3994174.56
13131,UDM17979,GSO,urban-suburban,599268.77,3994164.19
13132,UDM17983,GSO,urban-suburban,599363.71,3994132.45
13133,UDM17984,GSO,urban-suburban,599338.48,3994114.96
13134,UDM17985,GSO,urban-suburban,599302.33,3994151.58
13135,UDM17987,GSO,urban-suburban,599346.83,3994115.69
13136,UDM17989,GSO,urban-suburban,599356.87,3994119.02
13137,UDM17990,GSO,urban-suburban,599361.03,3994125.73
13138,UDM17992,GSO,urban-suburban,599302.19,3994085.4
13139,UDM17993,GSO,urban-suburban,599262.69,3994056.92
13140,UDM17994,GSO,urban-suburban,599272.56,3994057.28
13141,UDM17995,GSO,urban-suburban,599302.48,3993992.71
13142,UDM17997,GSO,urban-suburban,599399.11,3994188.23
13143,UDM18001,GSO,urban-suburban,599369.08,3994145.9
13144,UDM18002,GSO,urban-suburban,599370.61,3994162.22
13145,UDM18004,GSO,urban-suburban,599375.12,3994177.47
13146,UDM18006,GSO,urban-suburban,599494.22,3994211.44
13147,UDM18009,GSO,urban-suburban,599470.61,3994240.79
13148,UDM18010,GSO,urban-suburban,599465.97,3994249.61
13149,UDM18011,GSO,urban-suburban,599407.1,3994191.81
13150,UDM18012,GSO,urban-suburban,599391.11,3994184.64
13151,UDM18015,GSO,urban-suburban,599375.12,3994177.47
13152,UDM18016,GSO,urban-suburban,599035.59,3994048.48
13153,UDM18018,GSO,urban-suburban,598018.11,3992281.68
13154,UDM18019,GSO,urban-suburban,598008.54,3992283.19
13155,UDM18020,GSO,urban-suburban,598064.87,3992274.43
13156,UDM18021,GSO,urban-suburban,597998.97,3992284.7
13157,UDM18023,GSO,urban-suburban,597979.84,3992287.71
13158,UDM18024,GSO,urban-suburban,598018.11,3992281.68
13159,UDM18025,GSO,urban-suburban,598008.54,3992283.19
13160,UDM18027,GSO,urban-suburban,597989.41,3992286.21
13161,UDM18038,GSO,urban-suburban,598081.85,3992272.0
13162,UDM18040,GSO,urban-suburban,599490.71,3992427.43
13163,UDM18042,GSO,urban-suburban,599499.77,3992395.36
13164,UDM18043,GSO,urban-suburban,609146.79,3987170.64
13165,UDM18047,GSO,urban-suburban,609134.52,3987171.14
13166,UDM18049,GSO,urban-suburban,609156.36,3987158.56
13167,UDM18050,GSO,urban-suburban,609156.52,3987145.26
13168,UDM18055,GSO,urban-suburban,609209.31,3987216.35
13169,UDM18058,GSO,urban-suburban,609207.38,3987230.28
13170,UDM18060,GSO,urban-suburban,609213.01,3987235.37
13171,UDM18061,GSO,urban-suburban,609221.96,3987238.1
13172,UDM18063,GSO,urban-suburban,609231.38,3987237.77
13173,UDM18064,GSO,urban-suburban,609227.16,3987190.85
13174,UDM18065,GSO,urban-suburban,609218.23,3987203.6
13175,UDM18066,GSO,urban-suburban,609246.98,3987233.6
13176,UDM18069,GSO,urban-suburban,609239.9,3987193.4
13177,UDM18070,GSO,urban-suburban,609243.72,3987208.71
13178,UDM18073,GSO,urban-suburban,609227.16,3987190.85
13179,UDM18074,GSO,urban-suburban,609236.08,3987178.1
13180,UDM18075,GSO,urban-suburban,609250.18,3987152.75
13181,UDM18081,GSO,urban-suburban,609255.89,3987133.62
13182,UDM18088,GSO,urban-suburban,609376.61,3987184.74
13183,UDM18092,GSO,urban-suburban,609366.31,3987202.22
13184,UDM18095,GSO,urban-suburban,609456.23,3987169.19
13185,UDM18097,GSO,urban-suburban,609360.8,3987213.54
13186,UDM18101,GSO,urban-suburban,609387.15,3987177.78
13187,UDM18106,GSO,urban-suburban,609455.35,3987228.79
13188,UDM18107,GSO,urban-suburban,609467.08,3987201.57
13189,UDM18111,GSO,urban-suburban,609356.21,3987230.06
13190,UDM18114,GSO,urban-suburban,609355.32,3987240.19
13191,UDM18119,GSO,urban-suburban,609386.9,3987289.76
13192,UDM18121,GSO,urban-suburban,609362.05,3987262.9
13193,UDM18123,GSO,urban-suburban,609371.12,3987282.37
13194,UDM18125,GSO,urban-suburban,609407.55,3987293.5
13195,UDM18126,GSO,urban-suburban,609441.59,3987307.82
13196,UDM18127,GSO,urban-suburban,609448.42,3987316.06
13197,UDM18130,GSO,urban-suburban,609454.95,3987242.2
13198,UDM18132,GSO,urban-suburban,609449.57,3987261.32
13199,UDM18138,GSO,urban-suburban,609455.24,3987324.31
13200,UDM18139,GSO,urban-suburban,609437.28,3987342.4
13201,UDM18140,GSO,urban-suburban,609455.09,3987328.33
13202,UDM18149,GSO,urban-suburban,605713.53,3994781.72
13203,UDM18150,GSO,urban-suburban,605670.97,3994748.71
13204,UDM18152,GSO,urban-suburban,605714.03,3994749.39
13205,UDM18154,GSO,urban-suburban,605706.59,3994731.47
13206,UDM18156,GSO,urban-suburban,605687.69,3994726.82
13207,UDM18157,GSO,urban-suburban,605690.29,3994850.6
13208,UDM18158,GSO,urban-suburban,605645.67,3994855.65
13209,UDM18165,GSO,urban-suburban,605778.95,3994841.8
13210,UDM18166,GSO,urban-suburban,605803.95,3994844.21
13211,UDM18168,GSO,urban-suburban,605841.31,3994856.42
13212,UDM18169,GSO,urban-suburban,605738.08,3994938.05
13213,UDM18170,GSO,urban-suburban,605778.78,3994972.97
13214,UDM18173,GSO,urban-suburban,605732.44,3994901.92
13215,UDM18175,GSO,urban-suburban,605734.79,3994919.59
13216,UDM18178,GSO,urban-suburban,605724.01,3994806.3
13217,UDM18181,GSO,urban-suburban,605758.79,3995021.38
13218,UDM18183,GSO,urban-suburban,605908.76,3994888.86
13219,UDM18184,GSO,urban-suburban,605934.4,3994890.83
13220,UDM18185,GSO,urban-suburban,605871.15,3994872.26
13221,UDM18188,GSO,urban-suburban,606534.88,3994933.51
13222,UDM18189,GSO,urban-suburban,606559.67,3994942.37
13223,UDM18194,GSO,urban-suburban,607519.01,3994274.64
13224,UDM18195,GSO,urban-suburban,607471.15,3994232.22
13225,UDM18196,GSO,urban-suburban,607601.78,3994151.06
13226,UDM18197,GSO,urban-suburban,607587.55,3994185.75
13227,UDM18199,GSO,urban-suburban,607633.19,3994376.36
13228,UDM18200,GSO,urban-suburban,607599.87,3994338.95
13229,UDM18202,GSO,urban-suburban,607328.4,3994002.98
13230,UDM18204,GSO,urban-suburban,607320.65,3994009.17
13231,UDM18205,GSO,urban-suburban,607274.13,3994046.37
13232,UDM18207,GSO,urban-suburban,606874.37,3994166.63
13233,UDM18208,GSO,urban-suburban,606855.16,3994167.34
13234,UDM18210,GSO,urban-suburban,607359.42,3993978.18
13235,UDM18211,GSO,urban-suburban,607366.61,3993972.34
13236,UDM18212,GSO,urban-suburban,607409.79,3993937.34
13237,UDM18213,GSO,urban-suburban,606874.37,3994166.63
13238,UDM18214,GSO,urban-suburban,606903.18,3994165.57
13239,UDM18216,GSO,urban-suburban,607227.6,3994083.57
13240,UDM18217,GSO,urban-suburban,607258.62,3994058.77
13241,UDM18218,GSO,urban-suburban,607212.1,3994095.97
13242,UDM18219,GSO,urban-suburban,607250.87,3994064.97
13243,UDM18220,GSO,urban-suburban,607243.11,3994071.17
13244,UDM18221,GSO,urban-suburban,607637.37,3994064.31
13245,UDM18222,GSO,urban-suburban,607623.13,3994099.01
13246,UDM18226,GSO,urban-suburban,607027.51,3994133.11
13247,UDM18227,GSO,urban-suburban,607045.84,3994160.37
13248,UDM18228,GSO,urban-suburban,607008.84,3994161.65
13249,UDM18229,GSO,urban-suburban,607029.15,3994196.9
13250,UDM18232,GSO,urban-suburban,607026.8,3994095.99
13251,UDM18233,GSO,urban-suburban,607026.45,3994077.44
13252,UDM18235,GSO,urban-suburban,607026.09,3994058.88
13253,UDM18236,GSO,urban-suburban,607027.16,3994114.55
13254,UDM18240,GSO,urban-suburban,607072.54,3994159.52
13255,UDM18241,GSO,urban-suburban,607090.34,3994158.94
13256,UDM18242,GSO,urban-suburban,607099.23,3994158.66
13257,UDM18243,GSO,urban-suburban,607120.79,3994036.6
13258,UDM18244,GSO,urban-suburban,607111.28,3994036.98
13259,UDM18246,GSO,urban-suburban,607149.89,3994027.64
13260,UDM18247,GSO,urban-suburban,607157.21,3994022.52
13261,UDM18248,GSO,urban-suburban,607164.52,3994017.39
13262,UDM18249,GSO,urban-suburban,606884.2,3994380.77
13263,UDM18251,GSO,urban-suburban,607092.27,3994037.72
13264,UDM18252,GSO,urban-suburban,607082.77,3994038.09
13265,UDM18253,GSO,urban-suburban,607054.25,3994039.21
13266,UDM18255,GSO,urban-suburban,607063.76,3994038.84
13267,UDM18258,GSO,urban-suburban,607188.84,3994114.57
